"","Parenga","Car_Nicobarese","Vietnamese","Fijian","Wallisian","Samoan","Maori","Tonga_","Kilivila","Muyuw","Chamorro","Tagalog","Pottangi_Ollar_Gadaba","Telugu","Riang_","Newari","Biete","Chothe_Naga","Angami_Naga","Mandarin_Chinese","Hakka_Chinese","Min_Nan_Chinese","Yue_Chinese","Thai","Nyunga","Hausa","Awngi","Mesopotamian_Arabic","South_Levantine_Arabic","Algerian_Arabic","Libyan_Arabic","Moroccan_Arabic","Tunisian_Arabic","Standard_Arabic","Assyrian_Neo-Aramaic","Hebrew","Amharic","Tigre","Jola-Fonyi","Pulaar","Serer","Nuclear_Wolof","Lingala","Kikuyu","Gusii","Ganda","Chiga","Nyankole","Rundi","Xhosa","Zulu","Southern_Sotho","Tswana","Venda","Yoruba","Abua","Khana","Hadza","Nama_","Teso","Acoli","Luo_","Kabardian","Ainu_","Basque","Albanian","Modern_Armenian","Latvian","Belarusian","Russian","Ukrainian","Bulgarian","Macedonian","Czech","Polish","Welsh","Manx","Scottish_Gaelic","Danish","Norwegian","Standard_German","Dutch","Swiss_German","Kriol","Standard_English","Modern_Greek_","Eastern_Pahari","Mahasu_Pahari","Bhili","Gamit","Dubli","Gujarati","Vasavi","Dhanki","Bundeli","Hindi","Urdu","Assamese","Western_Panjabi","Sindhi","Konkani","Marathi","Kurdish","Western_Farsi","Italian","Sicilian","Standard_French","Standard_Spanish","Nuclear_Japanese","Korean","Chuvash","Tatar","Karachay-Balkar","Nuclear_Turkish","Finnish","Hungarian","Mari","Erzya","Moksha","Komi-Zyrian","Komi-Permyak","Lule_Sami","Nenets","Yucuna","Central_Aymara","Central_Tunebo","Shuar","Xavánte","Kaingang","Kayapó","Krahô","Panoan_Katukína","Ticuna","Nhengatu","Yanomamö","Mescalero-Chiricahua_Apache","Navajo","Northwest_Alaska_Inupiatun","Kalaallisut","Central_Yupik","Tzeltal","Tzotzil","Lacandon","Yucatec_Maya","Peñoles_Mixtec","Central_Nahuatl"
"Eastern_Pahari",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,0,99.2647058823529,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.35294117647,132.35294117647,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Mahasu_Pahari",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,99.2647058823529,0,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.35294117647,132.35294117647,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Bhili",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,0,39.7058823529412,79.4117647058825,79.4117647058825,79.4117647058825,79.4117647058824,79.4117647058825,79.4117647058825,79.4117647058825,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Gamit",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,39.7058823529412,0,79.4117647058825,79.4117647058825,79.4117647058825,79.4117647058824,79.4117647058825,79.4117647058825,79.4117647058825,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Dubli",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,79.4117647058825,79.4117647058825,0,26.4705882352942,26.4705882352942,79.4117647058825,79.4117647058826,79.4117647058826,79.4117647058826,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Gujarati",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,79.4117647058825,79.4117647058825,26.4705882352942,0,26.4705882352942,79.4117647058825,79.4117647058826,79.4117647058826,79.4117647058826,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Vasavi",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,79.4117647058825,79.4117647058825,26.4705882352942,26.4705882352942,0,79.4117647058825,79.4117647058826,79.4117647058826,79.4117647058826,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Dhanki",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,79.4117647058824,79.4117647058824,79.4117647058825,79.4117647058825,79.4117647058825,0,79.4117647058825,79.4117647058825,79.4117647058825,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Bundeli",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,79.4117647058825,79.4117647058825,79.4117647058826,79.4117647058826,79.4117647058826,79.4117647058825,0,52.9411764705884,52.9411764705884,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Hindi",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,79.4117647058825,79.4117647058825,79.4117647058826,79.4117647058826,79.4117647058826,79.4117647058825,52.9411764705884,0,26.4705882352942,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Urdu",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,79.4117647058825,79.4117647058825,79.4117647058826,79.4117647058826,79.4117647058826,79.4117647058825,52.9411764705884,26.4705882352942,0,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Assamese",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,0,132.352941176471,132.352941176471,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Western_Panjabi",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235295,176.470588235295,176.470588235295,176.470588235295,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,0,79.4117647058825,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Sindhi",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,79.4117647058825,0,132.352941176471,132.352941176471,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Konkani",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.35294117647,132.35294117647,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,0,99.2647058823528,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Marathi",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,132.35294117647,132.35294117647,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,132.352941176471,99.2647058823528,0,154.411764705882,154.411764705882,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Kurdish",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,0,102.941176470588,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Western_Farsi",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,154.411764705882,102.941176470588,0,176.470588235294,176.470588235294,176.470588235294,176.470588235294,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Italian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,0,35.2941176470588,105.882352941176,105.882352941176,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Sicilian",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,35.2941176470588,0,105.882352941176,105.882352941176,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
"Standard_French",200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,188.235294117647,188.235294117647,188.235294117647,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,176.470588235294,105.882352941176,105.882352941176,0,82.3529411764705,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,188.235294117647,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
